iShares Russell 3000 ETF
Fund Holdings as of,"Jun 30, 2020"
Inception Date,"May 22, 2000"
Shares Outstanding,"51,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"PSX","PHILLIPS","Equity","0.10","71.90","132,896.00","9,555,222.40","9,555,222.40","Energy","B78C4Y8","US7185461040","New York Stock Exchange Inc."
"SPLK","SPLUNK INC","Equity","0.10","198.70","48,080.00","9,553,496.00","9,553,496.00","Information Technology","B424494","US8486371045","NASDAQ"
"VEEV","VEEVA SYSTEMS INC CLASS A","Equity","0.10","234.42","40,664.00","9,532,454.88","9,532,454.88","Health Care","BFH3N85","US9224751084","New York Stock Exchange Inc."
"WBA","WALGREEN BOOTS ALLIANCE INC","Equity","0.10","42.39","223,258.00","9,463,906.62","9,463,906.62","Consumer Staples","BTN1Y44","US9314271084","NASDAQ"
"BK","BANK OF NEW YORK MELLON CORP","Equity","0.10","38.65","243,240.00","9,401,226.00","9,401,226.00","Financials","B1Z77F6","US0640581007","New York Stock Exchange Inc."
"ORLY","OREILLY AUTOMOTIVE INC","Equity","0.10","421.67","22,283.00","9,396,072.61","9,396,072.61","Consumer Discretionary","B65LWX6","US67103H1077","NASDAQ"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Equity","0.10","56.82","164,583.00","9,351,606.06","9,351,606.06","Information Technology","2257019","US1924461023","NASDAQ"
"ALL","ALLSTATE CORP","Equity","0.10","96.99","95,489.00","9,261,478.11","9,261,478.11","Financials","2019952","US0200021014","New York Stock Exchange Inc."
"DOCU","DOCUSIGN INC","Equity","0.10","172.21","53,668.00","9,242,166.28","9,242,166.28","Information Technology","BFYT7B7","US2561631068","NASDAQ"
"DOW","DOW INC","Equity","0.10","40.76","226,055.00","9,214,001.80","9,214,001.80","Materials","BHXCF84","US2605571031","New York Stock Exchange Inc."
"KLAC","KLA CORP","Equity","0.10","194.48","47,260.00","9,191,124.80","9,191,124.80","Information Technology","2480138","US4824801009","NASDAQ"
"INFO","IHS MARKIT LTD","Equity","0.10","75.50","120,842.00","9,123,571.00","9,123,571.00","Industrials","BD0Q558","BMG475671050","New York Stock Exchange Inc."
"ROST","ROSS STORES INC","Equity","0.10","85.24","106,373.00","9,067,234.52","9,067,234.52","Consumer Discretionary","2746711","US7782961038","NASDAQ"
"EOG","EOG RESOURCES INC","Equity","0.10","50.66","178,381.00","9,036,781.46","9,036,781.46","Energy","2318024","US26875P1012","New York Stock Exchange Inc."
"KMI","KINDER MORGAN INC","Equity","0.10","15.17","592,498.00","8,988,194.66","8,988,194.66","Energy","B3NQ4P8","US49456B1017","New York Stock Exchange Inc."
"CMG","CHIPOTLE MEXICAN GRILL INC","Equity","0.10","1,052.36","8,479.00","8,922,960.44","8,922,960.44","Consumer Discretionary","B0X7DZ3","US1696561059","New York Stock Exchange Inc."
"SNPS","SYNOPSYS INC","Equity","0.10","195.00","45,659.00","8,903,505.00","8,903,505.00","Information Technology","2867719","US8716071076","NASDAQ"
"TRV","TRAVELERS COMPANIES INC","Equity","0.09","114.05","77,010.00","8,782,990.50","8,782,990.50","Financials","2769503","US89417E1091","New York Stock Exchange Inc."
"PSA","PUBLIC STORAGE REIT","Equity","0.09","191.89","45,539.00","8,738,478.71","8,738,478.71","Real Estate","2852533","US74460D1090","New York Stock Exchange Inc."
"COF","CAPITAL ONE FINANCIAL CORP","Equity","0.09","62.59","137,885.00","8,630,222.15","8,630,222.15","Financials","2654461","US14040H1059","New York Stock Exchange Inc."
"TWLO","TWILIO INC CLASS A","Equity","0.09","219.42","39,105.00","8,580,419.10","8,580,419.10","Information Technology","BD6P5Q0","US90138F1021","New York Stock Exchange Inc."
"STZ","CONSTELLATION BRANDS INC CLASS A","Equity","0.09","174.95","48,940.00","8,562,053.00","8,562,053.00","Consumer Staples","2170473","US21036P1084","New York Stock Exchange Inc."
"MET","METLIFE INC","Equity","0.09","36.52","234,328.00","8,557,658.56","8,557,658.56","Financials","2573209","US59156R1086","New York Stock Exchange Inc."
"ES","EVERSOURCE ENERGY","Equity","0.09","83.27","102,630.00","8,546,000.10","8,546,000.10","Utilities","BVVN4Q8","US30040W1080","New York Stock Exchange Inc."
"WEC","WEC ENERGY GROUP INC","Equity","0.09","87.65","97,053.00","8,506,695.45","8,506,695.45","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc."
"TROW","T ROWE PRICE GROUP INC","Equity","0.09","123.50","68,877.00","8,506,309.50","8,506,309.50","Financials","2702337","US74144T1088","NASDAQ"
"CLX","CLOROX","Equity","0.09","219.37","38,775.00","8,506,071.75","8,506,071.75","Consumer Staples","2204026","US1890541097","New York Stock Exchange Inc."
"MSCI","MSCI INC","Equity","0.09","333.82","25,341.00","8,459,332.62","8,459,332.62","Financials","B2972D2","US55354G1004","New York Stock Exchange Inc."
"IDXX","IDEXX LABORATORIES INC","Equity","0.09","330.16","25,610.00","8,455,397.60","8,455,397.60","Health Care","2459202","US45168D1046","NASDAQ"
"APH","AMPHENOL CORP CLASS A","Equity","0.09","95.81","87,892.00","8,420,932.52","8,420,932.52","Information Technology","2145084","US0320951017","New York Stock Exchange Inc."
"RMD","RESMED INC","Equity","0.09","192.00","43,698.00","8,390,016.00","8,390,016.00","Health Care","2732903","US7611521078","New York Stock Exchange Inc."
"CSGP","COSTAR GROUP INC","Equity","0.09","710.67","11,773.00","8,366,717.91","8,366,717.91","Industrials","2262864","US22160N1090","NASDAQ"
"A","AGILENT TECHNOLOGIES INC","Equity","0.09","88.37","94,179.00","8,322,598.23","8,322,598.23","Health Care","2520153","US00846U1016","New York Stock Exchange Inc."
"VRSK","VERISK ANALYTICS INC","Equity","0.09","170.20","48,275.00","8,216,405.00","8,216,405.00","Industrials","B4P9W92","US92345Y1064","NASDAQ"
"IQV","IQVIA HOLDINGS INC","Equity","0.09","141.88","57,882.00","8,212,298.16","8,212,298.16","Health Care","BDR73G1","US46266C1053","New York Stock Exchange Inc."
"AIG","AMERICAN INTERNATIONAL GROUP INC","Equity","0.09","31.18","262,568.00","8,186,870.24","8,186,870.24","Financials","2027342","US0268747849","New York Stock Exchange Inc."
"SYY","SYSCO CORP","Equity","0.09","54.66","147,641.00","8,070,057.06","8,070,057.06","Consumer Staples","2868165","US8718291078","New York Stock Exchange Inc."
"CDNS","CADENCE DESIGN SYSTEMS INC","Equity","0.09","95.96","83,930.00","8,053,922.80","8,053,922.80","Information Technology","2302232","US1273871087","NASDAQ"
"AZO","AUTOZONE INC","Equity","0.09","1,128.12","7,106.00","8,016,420.72","8,016,420.72","Consumer Discretionary","2065955","US0533321024","New York Stock Exchange Inc."
"KR","KROGER","Equity","0.09","33.85","235,686.00","7,977,971.10","7,977,971.10","Consumer Staples","2497406","US5010441013","New York Stock Exchange Inc."
"YUM","YUM BRANDS INC","Equity","0.09","86.91","91,767.00","7,975,469.97","7,975,469.97","Consumer Discretionary","2098876","US9884981013","New York Stock Exchange Inc."
"HCA","HCA HEALTHCARE INC","Equity","0.08","97.06","81,207.00","7,881,951.42","7,881,951.42","Health Care","B4MGBG6","US40412C1018","New York Stock Exchange Inc."
"SLB","SCHLUMBERGER NV","Equity","0.08","18.39","427,212.00","7,856,428.68","7,856,428.68","Energy","2779201","AN8068571086","New York Stock Exchange Inc."
"WLTW","WILLIS TOWERS WATSON PLC","Equity","0.08","196.95","39,613.00","7,801,780.35","7,801,780.35","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ"
"CMI","CUMMINS INC","Equity","0.08","173.26","44,979.00","7,793,061.54","7,793,061.54","Industrials","2240202","US2310211063","New York Stock Exchange Inc."
"AFL","AFLAC INC","Equity","0.08","36.03","216,251.00","7,791,523.53","7,791,523.53","Financials","2026361","US0010551028","New York Stock Exchange Inc."
"MNST","MONSTER BEVERAGE CORP","Equity","0.08","69.32","112,407.00","7,792,053.24","7,792,053.24","Consumer Staples","BZ07BW4","US61174X1090","NASDAQ"
"PCAR","PACCAR INC","Equity","0.08","74.85","103,852.00","7,773,322.20","7,773,322.20","Industrials","2665861","US6937181088","NASDAQ"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Equity","0.08","34.14","226,754.00","7,741,381.56","7,741,381.56","Industrials","BY7QL61","IE00BY7QL619","New York Stock Exchange Inc."
"PPG","PPG INDUSTRIES INC","Equity","0.08","106.06","72,272.00","7,665,168.32","7,665,168.32","Materials","2698470","US6935061076","New York Stock Exchange Inc."
"ANSS","ANSYS INC","Equity","0.08","291.73","26,079.00","7,608,026.67","7,608,026.67","Information Technology","2045623","US03662Q1058","NASDAQ"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Equity","0.08","49.16","154,673.00","7,603,724.68","7,603,724.68","Utilities","2707677","US7445731067","New York Stock Exchange Inc."
"HPQ","HP INC","Equity","0.08","17.43","435,738.00","7,594,913.34","7,594,913.34","Information Technology","BYX4D52","US40434L1052","New York Stock Exchange Inc."
"MCHP","MICROCHIP TECHNOLOGY INC","Equity","0.08","105.31","71,852.00","7,566,734.12","7,566,734.12","Information Technology","2592174","US5950171042","NASDAQ"
"MCK","MCKESSON CORP","Equity","0.08","153.42","49,189.00","7,546,576.38","7,546,576.38","Health Care","2378534","US58155Q1031","New York Stock Exchange Inc."
"ZBH","ZIMMER BIOMET HOLDINGS INC","Equity","0.08","119.36","63,045.00","7,525,051.20","7,525,051.20","Health Care","2783815","US98956P1021","New York Stock Exchange Inc."
"ROK","ROCKWELL AUTOMATION INC","Equity","0.08","213.00","35,193.00","7,496,109.00","7,496,109.00","Industrials","2754060","US7739031091","New York Stock Exchange Inc."
"PAYX","PAYCHEX INC","Equity","0.08","75.75","98,747.00","7,480,085.25","7,480,085.25","Information Technology","2674458","US7043261079","NASDAQ"
"FAST","FASTENAL","Equity","0.08","42.84","174,298.00","7,466,926.32","7,466,926.32","Industrials","2332262","US3119001044","NASDAQ"
"IAC","IAC INTERACTIVE","Equity","0.08","323.40","22,920.00","7,412,328.00","7,412,328.00","Communication","B0F0F09","US44919P5089","NASDAQ"
"ED","CONSOLIDATED EDISON INC","Equity","0.08","71.93","102,601.00","7,380,089.93","7,380,089.93","Utilities","2216850","US2091151041","New York Stock Exchange Inc."
"MPC","MARATHON PETROLEUM CORP","Equity","0.08","37.38","197,002.00","7,363,934.76","7,363,934.76","Energy","B3K3L40","US56585A1025","New York Stock Exchange Inc."
"ALXN","ALEXION PHARMACEUTICALS INC","Equity","0.08","112.24","65,558.00","7,358,229.92","7,358,229.92","Health Care","2036070","US0153511094","NASDAQ"
"PRU","PRUDENTIAL FINANCIAL INC","Equity","0.08","60.90","120,480.00","7,337,232.00","7,337,232.00","Financials","2819118","US7443201022","New York Stock Exchange Inc."
"XLNX","XILINX INC","Equity","0.08","98.39","74,361.00","7,316,378.79","7,316,378.79","Information Technology","2985677","US9839191015","NASDAQ"
"F","FORD MOTOR CO","Equity","0.08","6.08","1,202,125.00","7,308,920.00","7,308,920.00","Consumer Discretionary","2615468","US3453708600","New York Stock Exchange Inc."
"VLO","VALERO ENERGY CORP","Equity","0.08","58.82","124,112.00","7,300,267.84","7,300,267.84","Energy","2041364","US91913Y1001","New York Stock Exchange Inc."
"MSI","MOTOROLA SOLUTIONS INC","Equity","0.08","140.13","51,772.00","7,254,810.36","7,254,810.36","Information Technology","B5BKPQ4","US6200763075","New York Stock Exchange Inc."
"PH","PARKER-HANNIFIN CORP","Equity","0.08","183.27","39,199.00","7,184,000.73","7,184,000.73","Industrials","2671501","US7010941042","New York Stock Exchange Inc."
"AWK","AMERICAN WATER WORKS INC","Equity","0.08","128.66","55,689.00","7,164,946.74","7,164,946.74","Utilities","B2R3PV1","US0304201033","New York Stock Exchange Inc."
"CTAS","CINTAS CORP","Equity","0.08","266.36","26,868.00","7,156,560.48","7,156,560.48","Industrials","2197137","US1729081059","NASDAQ"
"MRVL","MARVELL TECHNOLOGY GROUP LTD","Equity","0.08","35.06","203,384.00","7,130,643.04","7,130,643.04","Information Technology","2594653","BMG5876H1051","NASDAQ"
"OTIS","OTIS WORLDWIDE CORP","Equity","0.08","56.86","124,827.00","7,097,663.22","7,097,663.22","Industrials","BK531S8","US68902V1070","New York Stock Exchange Inc."
"WMB","WILLIAMS INC","Equity","0.08","19.02","371,340.00","7,062,886.80","7,062,886.80","Energy","2967181","US9694571004","New York Stock Exchange Inc."
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Equity","0.08","85.73","81,817.00","7,014,171.41","7,014,171.41","Consumer Discretionary","2210614","US5719032022","NASDAQ"
"OKTA","OKTA INC CLASS A","Equity","0.08","200.23","35,004.00","7,008,850.92","7,008,850.92","Information Technology","BDFZSP1","US6792951054","NASDAQ"
"TDG","TRANSDIGM GROUP INC","Equity","0.08","442.05","15,850.00","7,006,492.50","7,006,492.50","Industrials","B11FJK3","US8936411003","New York Stock Exchange Inc."
"TWTR","TWITTER INC","Equity","0.07","29.79","233,248.00","6,948,457.92","6,948,457.92","Communication","BFLR866","US90184L1026","New York Stock Exchange Inc."
"TEAM","ATLASSIAN PLC CLASS A","Equity","0.07","180.27","38,040.00","6,857,470.80","6,857,470.80","Information Technology","BZ09BD1","GB00BZ09BD16","NASDAQ"
"PANW","PALO ALTO NETWORKS INC","Equity","0.07","229.67","29,755.00","6,833,830.85","6,833,830.85","Information Technology","B87ZMX0","US6974351057","New York Stock Exchange Inc."
"ADM","ARCHER DANIELS MIDLAND","Equity","0.07","39.90","170,828.00","6,816,037.20","6,816,037.20","Consumer Staples","2047317","US0394831020","New York Stock Exchange Inc."
"BMRN","BIOMARIN PHARMACEUTICAL INC","Equity","0.07","123.34","55,247.00","6,814,164.98","6,814,164.98","Health Care","2437071","US09061G1013","NASDAQ"
"STT","STATE STREET CORP","Equity","0.07","63.55","107,161.00","6,810,081.55","6,810,081.55","Financials","2842040","US8574771031","New York Stock Exchange Inc."
"MKC","MCCORMICK & CO NON-VOTING INC","Equity","0.07","179.41","37,902.00","6,799,997.82","6,799,997.82","Consumer Staples","2550161","US5797802064","New York Stock Exchange Inc."
"BLL","BALL CORP","Equity","0.07","69.49","97,120.00","6,748,868.80","6,748,868.80","Materials","2073022","US0584981064","New York Stock Exchange Inc."
"DLTR","DOLLAR TREE INC","Equity","0.07","92.68","72,246.00","6,695,759.28","6,695,759.28","Consumer Discretionary","2272476","US2567461080","NASDAQ"
"EQR","EQUITY RESIDENTIAL REIT","Equity","0.07","58.82","112,954.00","6,643,954.28","6,643,954.28","Real Estate","2319157","US29476L1070","New York Stock Exchange Inc."
"AVB","AVALONBAY COMMUNITIES REIT INC","Equity","0.07","154.64","42,885.00","6,631,736.40","6,631,736.40","Real Estate","2131179","US0534841012","New York Stock Exchange Inc."
"RNG","RINGCENTRAL INC CLASS A","Equity","0.07","285.01","23,257.00","6,628,477.57","6,628,477.57","Information Technology","BDZCRX3","US76680R2067","New York Stock Exchange Inc."
"TT","TRANE TECHNOLOGIES PLC","Equity","0.07","88.98","73,570.00","6,546,258.60","6,546,258.60","Industrials","BK9ZQ96","IE00BK9ZQ967","New York Stock Exchange Inc."
"ALGN","ALIGN TECHNOLOGY INC","Equity","0.07","274.44","23,763.00","6,521,517.72","6,521,517.72","Health Care","2679204","US0162551016","NASDAQ"
"SWK","STANLEY BLACK & DECKER INC","Equity","0.07","139.38","46,637.00","6,500,265.06","6,500,265.06","Industrials","B3Q2FJ4","US8545021011","New York Stock Exchange Inc."
"WELL","WELLTOWER INC","Equity","0.07","51.75","125,566.00","6,498,040.50","6,498,040.50","Real Estate","BYVYHH4","US95040Q1040","New York Stock Exchange Inc."
"SWKS","SKYWORKS SOLUTIONS INC","Equity","0.07","127.86","50,765.00","6,490,812.90","6,490,812.90","Information Technology","2961053","US83088M1027","NASDAQ"
"FE","FIRSTENERGY CORP","Equity","0.07","38.78","166,842.00","6,470,132.76","6,470,132.76","Utilities","2100920","US3379321074","New York Stock Exchange Inc."
"VRSN","VERISIGN INC","Equity","0.07","206.83","31,120.00","6,436,549.60","6,436,549.60","Information Technology","2142922","US92343E1029","NASDAQ"
"EFX","EQUIFAX INC","Equity","0.07","171.88","37,169.00","6,388,607.72","6,388,607.72","Industrials","2319146","US2944291051","New York Stock Exchange Inc."
"APTV","APTIV PLC","Equity","0.07","77.92","81,539.00","6,353,518.88","6,353,518.88","Consumer Discretionary","B783TY6","JE00B783TY65","New York Stock Exchange Inc."
"CERN","CERNER CORP","Equity","0.07","68.55","92,622.00","6,349,238.10","6,349,238.10","Health Care","2185284","US1567821046","NASDAQ"
"SPG","SIMON PROPERTY GROUP REIT INC","Equity","0.07","68.38","92,622.00","6,333,492.36","6,333,492.36","Real Estate","2812452","US8288061091","New York Stock Exchange Inc."
"FLT","FLEETCOR TECHNOLOGIES INC","Equity","0.07","251.53","25,100.00","6,313,403.00","6,313,403.00","Information Technology","B4R28B3","US3390411052","New York Stock Exchange Inc."
"SGEN","SEATTLE GENETICS INC","Equity","0.07","169.92","37,034.00","6,292,817.28","6,292,817.28","Health Care","2738127","US8125781026","NASDAQ"
"KHC","KRAFT HEINZ","Equity","0.07","31.89","197,136.00","6,286,667.04","6,286,667.04","Consumer Staples","BYRY499","US5007541064","NASDAQ"
"DTE","DTE ENERGY","Equity","0.07","107.50","58,475.00","6,286,062.50","6,286,062.50","Utilities","2280220","US2333311072","New York Stock Exchange Inc."
"AME","AMETEK INC","Equity","0.07","89.37","70,310.00","6,283,604.70","6,283,604.70","Industrials","2089212","US0311001004","New York Stock Exchange Inc."
"O","REALTY INCOME REIT CORP","Equity","0.07","59.50","104,696.00","6,229,412.00","6,229,412.00","Real Estate","2724193","US7561091049","New York Stock Exchange Inc."
"USD","USD CASH","Cash","0.07","100.00","6,211,274.00","6,211,273.90","6,211,273.90","Cash and/or Derivatives","-","-","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Equity","0.07","162.25","38,113.00","6,183,834.25","6,183,834.25","Real Estate","2009210","US0152711091","New York Stock Exchange Inc."
"HLT","HILTON WORLDWIDE HOLDINGS INC","Equity","0.07","73.45","84,000.00","6,169,800.00","6,169,800.00","Consumer Discretionary","BYVMW06","US43300A2033","New York Stock Exchange Inc."
"CTVA","CORTEVA INC","Equity","0.07","26.79","230,065.00","6,163,441.35","6,163,441.35","Materials","BK73B42","US22052L1044","New York Stock Exchange Inc."
"LUV","SOUTHWEST AIRLINES","Equity","0.07","34.18","179,408.00","6,132,165.44","6,132,165.44","Industrials","2831543","US8447411088","New York Stock Exchange Inc."
"PPL","PPL CORP","Equity","0.07","25.84","237,236.00","6,130,178.24","6,130,178.24","Utilities","2680905","US69351T1060","New York Stock Exchange Inc."
